Instructor,Sub,Crse,Day,Time
ammarim,FLM,220,T,07:00 pm-09:45 pm
carlsonr,FLM,220,M,04:00 pm-06:45 pm
ammarim,FLM,220,T,04:00 pm-06:45 pm
dayb,FLM,220,TR,11:00 am-12:15 pm
bachollem,FLM,223,M,12:00 pm-02:45 pm
bachollem,FLM,223,W,12:00 pm-02:45 pm
collinsg,FLM,321,R,07:00 pm-09:45 pm
dayb,FLM,380,TR,02:00 pm-03:50 pm
kyeii,FIN,245,MWF,11:00 am-11:50 am
ryens,FIN,245,MWF,12:00 pm-12:50 pm
kyeii,FIN,245,TR,11:00 am-12:15 pm
kyeii,FIN,245,MWF,10:00 am-10:50 am
kyeii,FIN,335,M,04:00 pm-06:45 pm
ryens,FIN,347,MWF,01:00 pm-01:50 pm
days-luketichp,FIN,350,T,04:00 pm-06:45 pm
cliffordm,FIN,438,W,07:00 pm-09:45 pm
liangl,FIN,445,TR,11:00 am-12:15 pm
liangl,FIN,445,TR,09:30 am-10:45 am
liangl,FIN,446,TR,02:00 pm-03:15 pm
cliffordm,FIN,462,TR,09:30 am-10:45 am
peterosr,FIN,462,W,04:00 pm-06:45 pm
cliffordm,FIN,462,TR,08:00 am-09:15 am
eckenrothg,FIN,490,R,04:00 pm-05:15 pm
bachollem,FRE,120,MWF,11:00 am-11:50 am
bachollem,FRE,223,M,12:00 pm-02:45 pm
bachollem,FRE,223,W,12:00 pm-02:45 pm
dahmanif,FRE,492, ,TBA
michimia,GEO,100,MWF,10:00 am-10:50 am
clementss,GEO,331,TR,09:30 am-10:45 am
michimia,GEO,332,MWF,09:00 am-09:50 am
difrancoa,HPE,104,M,04:00 pm-06:45 pm
woodmanseek,HPE,104,W,04:00 pm-06:45 pm
vogtd,HPE,104,R,04:00 pm-06:45 pm
fresco-hawesc,HPE,104,W,04:00 pm-06:45 pm
henryj,HPE,104,T,04:00 pm-06:45 pm
robertd,HPE,104,TR,09:30 am-10:45 am
robertd,HPE,104,TR,11:00 am-12:15 pm
henryj,HPE,104,M,04:00 pm-06:45 pm
vogtd,HPE,104,W,04:00 pm-06:45 pm
dewildea,HPE,117,MWF,02:00 pm-02:50 pm
sanfordl,HPE,127,TR,07:00 pm-08:15 pm
madenjianwybierackik,HPE,140,MWF,11:00 am-11:50 am
madenjianwybierackik,HPE,140,MWF,12:00 pm-12:50 pm
sanfordl,HPE,140,TR,05:30 pm-06:45 pm
khowm,HPE,141,TR,09:30 am-10:45 am
khowm,HPE,143,TR,08:00 am-09:15 am
difrancoa,HPE,201,W,04:00 pm-06:45 pm
frainm,HPE,210,W,04:00 pm-06:45 pm
manfredie,HPE,210,TR,12:30 pm-01:45 pm
frainm,HPE,210,W,07:00 pm-09:45 pm
coxp,HPE,310,W,07:00 pm-09:45 pm
tracyj,HPE,326,T,08:00 am-09:15 am
tracyj,HPE,326,R,08:00 am-09:15 am
rowettc,HPE,327,T,04:00 pm-06:45 pm
switchenkod,HPE,328,TR,04:00 pm-05:15 pm
switchenkod,HPE,329,TR,08:00 am-09:15 am
rowettc,HPE,340,T,07:00 pm-09:45 pm
manfredie,HPE,361,T,09:30 am-10:30 am
manfredie,HPE,361,T,10:30 am-12:15 pm
switchenkok,HPE,362,R,09:30 am-10:30 am
switchenkok,HPE,362,R,10:30 am-12:15 pm
robertd,HPE,475,MTWRF,08:00 am-03:30 pm
robertd,HPE,476,R,04:00 pm-06:45 pm
rowettc,HPE,480, ,TBA
robertd,HPE,490, ,TBA
carrolls,HSC,209,M,04:00 pm-06:45 pm
clementss,HSC,209,TR,04:00 pm-05:15 pm
canavanp,HSC,210,MWF,11:00 am-11:50 am
smithe,HSC,215,TR,12:30 pm-01:45 pm
porebskab,HSC,215,W,09:00 am-11:50 am
porebskab,HSC,215,W,12:00 pm-02:50 pm
kylek,HSC,215,T,08:00 am-10:50 am
banee,HSC,215,R,08:00 am-10:50 am
porebskab,HSC,215,M,04:00 pm-06:50 pm
smithe,HSC,215,M,01:00 pm-03:50 pm
kylek,HSC,215,F,08:00 am-10:50 am
smithe,HSC,215,MWF,12:00 pm-12:50 pm
smithe,HSC,215,TR,11:00 am-12:15 pm
dzurecl,HSC,225,TR,12:30 pm-01:45 pm
beeverj,HSC,225,TR,08:00 am-09:15 am
dzurecl,HSC,225,MWF,01:00 pm-01:50 pm
dzurecl,HSC,225,MWF,11:00 am-11:50 am
bissonnettea,HSC,235,MWF,01:00 pm-01:50 pm
porebskab,HSC,291, ,TBA
smithe,HSC,291, ,TBA
carrolls,HSC,302,TR,09:30 am-10:45 am
bataillea,HSC,308,MWF,09:00 am-09:50 am
canavanp,HSC,318,MWF,10:00 am-10:50 am
canavanp,HSC,318,T,12:30 pm-03:20 pm
canavanp,HSC,318,T,08:00 am-10:50 am
cotea,HSC,318,MWF,01:00 pm-01:50 pm
tackettm,HSC,318,M,08:00 am-10:50 am
canavanp,HSC,318,M,03:00 pm-05:50 pm
cotea,HSC,318,MWF,02:00 pm-02:50 pm
joinerk,HSC,318,W,08:00 am-10:50 am
joinerk,HSC,318,T,04:00 pm-06:50 pm
bataillea,HSC,319,MWF,11:00 am-11:50 am
bataillea,HSC,319,R,12:30 pm-03:20 pm
bataillea,HSC,319,R,08:00 am-10:50 am
bataillea,HSC,319,MWF,01:00 pm-01:50 pm
tackettm,HSC,319,F,08:00 am-10:50 am
thapag,HSC,319,F,02:00 pm-04:50 pm
daled,HSC,320,MWF,12:00 pm-12:50 pm
daled,HSC,332,TR,11:00 am-12:15 pm
daled,HSC,342,TR,08:00 am-09:15 am
andersong,HSC,356,MWF,09:00 am-09:50 am
alexanderj,HSC,370,TR,09:30 am-10:45 am
walterss,HSC,380, ,TBA
bataillea,HSC,380, ,TBA
carrolls,HSC,390, ,TBA
canavanp,HSC,391, ,TBA
carrolls,HSC,391, ,TBA
banee,HSC,391, ,TBA
smithe,HSC,391, ,TBA
walterss,HSC,400,MWF,12:00 pm-01:10 pm
nsiahy,HSC,404,MWF,11:00 am-11:50 am
beeverj,HSC,408,TR,09:30 am-10:45 am
dzurecd,HSC,425,MWF,08:00 am-08:50 am
dzurecd,HSC,425,M,02:00 pm-04:50 pm
bissonnettea,HSC,438,MWF,02:00 pm-02:50 pm
blancaflors,HSC,438,TR,12:30 pm-01:45 pm
beebej,HSC,444,TR,05:30 pm-09:45 pm
daled,HSC,450,MWF,11:00 am-11:50 am
canavanp,HSC,480, ,TBA
carrolls,HSC,480, ,TBA
walterss,HSC,480, ,TBA
carrolls,HSC,490, ,TBA
dzurecd,HSC,491, ,TBA
porebskab,HSC,491, ,TBA
carrolls,HSC,491, ,TBA
beebej,HSC,491, ,TBA
kylek,HSC,491, ,TBA
thapag,HSC,491, ,TBA
carenenc,HIS,101,TR,09:30 am-10:45 am
davisb,HIS,116,MWF,09:00 am-09:50 am
davisb,HIS,116,MWF,01:00 pm-01:50 pm
closes,HIS,120,TR,08:00 am-09:15 am
closes,HIS,120,TR,02:00 pm-03:15 pm
closes,HIS,121,TR,12:30 pm-01:45 pm
davisb,HIS,200,MWF,10:00 am-11:10 am
fryed,HIS,230,TR,11:00 am-12:15 pm
fryed,HIS,230,W,04:00 pm-06:45 pm
fryed,HIS,230,TR,04:00 pm-05:15 pm
moores,HIS,231,MWF,09:00 am-09:50 am
saenzcambrac,HIS,255,MWF,11:00 am-11:50 am
fryed,HIS,267,W,07:00 pm-09:45 pm
closes,HIS,322,TR,09:30 am-10:45 am
balcerskit,HIS,325,W,04:00 pm-06:45 pm
moores,HIS,337,MWF,01:00 pm-01:50 pm
ostwaldj,HIS,362,TR,04:00 pm-05:15 pm
fryed,HIS,365,TR,02:00 pm-03:15 pm
davisb,HIS,373,MWF,02:00 pm-02:50 pm
carenenc,HIS,379,TR,11:00 am-12:15 pm
ostwaldj,HIS,386,TR,12:30 pm-01:45 pm
moores,HIS,406,MWF,11:00 am-12:10 pm
davisb,HIS,480, ,TBA
moores,HIS,480, ,TBA
balcerskit,HIS,480, ,TBA
closes,HIS,480, ,TBA
fryed,HIS,481, ,TBA
moores,HIS,491, ,TBA
fryed,HIS,491, ,TBA
cobbj,HON,361,T,04:00 pm-06:45 pm
youngbloodj,HON,361,MW,04:00 pm-05:15 pm
fugerem,HON,362,MWF,01:00 pm-01:50 pm
cochrant,HON,375,W,03:00 pm-03:50 pm
gaok,HON,488, ,TBA
krebsc,HON,488, ,TBA
moores,HON,488, ,TBA
guom,HON,488, ,TBA
morgank,HON,488, ,TBA
grotha,HON,488, ,TBA
carrolls,HON,488, ,TBA
brosciousc,HON,488, ,TBA
dancikg,HON,488, ,TBA
torockioc,HON,488, ,TBA
greener,HON,488, ,TBA
speichera,HON,488, ,TBA
heenehanm,HON,488, ,TBA
metcalfm,HON,488, ,TBA
tasneems,HON,488, ,TBA
vasquez-o'brient,HON,488, ,TBA
bataillea,HON,488, ,TBA
pakdilf,HON,488, ,TBA
drewryc,IIP,200, ,TBA
drewryc,IIP,300, ,TBA
drewryc,ISP,300, ,TBA
drewryc,ISP,301, ,TBA
erik-soussia,LAS,219,M,04:00 pm-06:45 pm
calissij,LAC,100,TR,12:30 pm-01:45 pm
drzewieckip,LAC,100,MWF,11:00 am-11:50 am
hollandj,LAC,100,MWF,10:00 am-10:50 am
calissij,LAC,101,M,10:00 am-10:50 am
drzewieckip,LAC,101,W,12:00 pm-12:50 pm
hollandj,LAC,101,M,09:00 am-09:50 am
pellegrinid,LAC,101,M,04:00 pm-04:50 pm
chiricom,LAC,200,MWF,11:00 am-11:50 am
dillerj,LAC,200,MWF,11:00 am-11:50 am
doylem,LAC,200,MWF,11:00 am-11:50 am
wardk,LAC,200,MWF,01:00 pm-01:50 pm
heenehanm,LAC,200,MWF,01:00 pm-01:50 pm
o'nealf,LAC,200,MWF,01:00 pm-01:50 pm
stoloffd,LAC,400,W,07:00 pm-09:45 pm
whitej,LAP,430,W,07:00 pm-09:45 pm
dowdelld,MGT,502, ,TBA
ferrarol,MGT,505, ,TBA
ohn,MGT,506, ,TBA
grandhis,MGT,508, ,TBA
whiteheadb,MAT,099,MWF,09:00 am-09:50 am
wus,MAT,099,TR,04:00 pm-05:15 pm
fisterk,MAT,099,MWF,02:00 pm-02:50 pm
whiteheadb,MAT,135,MWF,08:00 am-08:50 am
oseibonsuk,MAT,135,MWF,02:00 pm-02:50 pm
wus,MAT,135,TR,09:30 am-10:45 am
pozdnyakovaz,MAT,135P,MWF,08:00 am-08:50 am
pozdnyakovaz,MAT,135P,M,09:00 am-09:50 am
coffeyk,MAT,135P,MWF,09:00 am-09:50 am
coffeyk,MAT,135P,F,10:00 am-10:50 am
allene,MAT,135P,TR,08:00 am-09:50 am
coffeyk,MAT,135P,MWF,02:00 pm-02:50 pm
coffeyk,MAT,135P,F,01:00 pm-01:50 pm
fisterk,MAT,135P,MW,04:00 pm-05:50 pm
gageoneam,MAT,135P,TR,02:00 pm-03:50 pm
gageoneam,MAT,135P,TR,04:00 pm-05:50 pm
brunellek,MAT,139P,MWF,09:00 am-09:50 am
brunellek,MAT,139P,W,08:00 am-08:50 am
johnsonp,MAT,139P,TR,04:00 pm-05:50 pm
jaross,MAT,140,M,04:00 pm-05:15 pm
jaross,MAT,140,W,04:00 pm-05:15 pm
oseibonsuk,MAT,155,MWF,09:00 am-09:50 am
oseibonsuk,MAT,155,M,10:00 am-10:50 am
laddj,MAT,155P,MWF,01:00 pm-01:50 pm
laddj,MAT,155P,MW,02:00 pm-02:50 pm
aidooa,MAT,155P,TR,09:30 am-10:45 am
aidooa,MAT,155P,W,10:00 am-11:50 am
larosec,MAT,216,MWF,02:00 pm-02:50 pm
larosec,MAT,216,MWF,01:00 pm-01:50 pm
pozdnyakovaz,MAT,216,MWF,11:00 am-11:50 am
dalek,MAT,216,TR,08:00 am-09:15 am
bussierej,MAT,216,TR,04:00 pm-05:15 pm
larosec,MAT,217,MWF,10:00 am-10:50 am
heenehanm,MAT,230,MWF,10:00 am-10:50 am
aidooa,MAT,230,TR,12:30 pm-01:45 pm
yankovc,MAT,243,MWF,09:00 am-09:50 am
yankovc,MAT,243,W,08:00 am-08:50 am
sarikhanikhoramim,MAT,243,M,01:00 pm-01:50 pm
sarikhanikhoramim,MAT,243,TR,11:00 am-12:15 pm
yankovc,MAT,243,MWF,11:00 am-11:50 am
yankovc,MAT,243,W,12:00 pm-12:50 pm
oseibonsuk,MAT,244,MWF,11:00 am-11:50 am
oseibonsuk,MAT,244,W,12:00 pm-12:50 pm
johnsonp,MAT,315,MWF,01:00 pm-01:50 pm
johnsonp,MAT,315,M,02:00 pm-02:50 pm
heenehanm,MAT,320,MWF,12:00 pm-12:50 pm
aidooa,MAT,340,TR,02:00 pm-03:15 pm
aidooa,MAT,340,W,02:00 pm-02:50 pm
wardk,MAT,341,MWF,09:00 am-09:50 am
larosec,MAT,343,MWF,11:00 am-11:50 am
sarikhanikhoramim,MAT,355,TR,12:30 pm-01:45 pm
johnsonp,MAT,362,TR,07:00 pm-08:15 pm
yankovc,MAT,421,MWF,10:00 am-10:50 am
sarikhanikhoramim,MAT,480, ,TBA
oseibonsuk,MAT,480, ,TBA
johnsonp,MAT,480, ,TBA
sarikhanikhoramim,MAT,490, ,TBA
sholesz,MSC,132,W,01:00 pm-01:50 pm
sholesz,MSC,146,W,02:00 pm-04:00 pm
thompsona,MSC,253,W,01:25 pm-03:25 pm
thompsona,MSC,253,F,01:00 pm-05:00 pm
balought,MUS,100,MWF,08:00 am-08:50 am
balought,MUS,100,MWF,09:00 am-09:50 am
bellesd,MUS,103,MW,05:30 pm-06:45 pm
watkinsk,MUS,107,W,07:00 pm-09:30 pm
d'aleoj,MUS,107,W,07:00 pm-09:30 pm
bellesd,MUS,113,WF,03:00 pm-03:50 pm
calissij,MUS,113,F,03:30 pm-04:50 pm
cornicelloa,MUS,113,M,04:00 pm-05:30 pm
riggse,MUS,113,R,05:30 pm-06:45 pm
ballenad,MUS,113,T,07:00 pm-08:20 pm
o'nealf,MUS,113,M,03:00 pm-03:50 pm
delaneye,MUS,113,R,12:30 pm-01:45 pm
calissir,MUS,114,TR,09:30 am-10:45 am
calissir,MUS,114,TR,11:00 am-12:15 pm
ballenad,MUS,114,MWF,10:00 am-10:50 am
ballenad,MUS,114,MWF,11:00 am-11:50 am
delaneye,MUS,118,TR,02:00 pm-03:15 pm
calissij,MUS,120,TR,02:00 pm-03:15 pm
o'nealf,MUS,160,MWF,02:00 pm-02:50 pm
cornicelloa,MUS,205,MWF,11:00 am-11:50 am
hwango,MUS,214,MWF,09:00 am-09:50 am
calissij,MUS,215,W,10:00 am-10:50 am
calissij,MUS,215,F,10:00 am-10:50 am
calissij,MUS,234,MWF,11:00 am-11:50 am
cochrant,MUS,236,TR,09:30 am-10:45 am
echolsc,MUS,250,TR,11:00 am-12:15 pm
echolsc,MUS,250,TR,12:30 pm-01:45 pm
hwango,MUS,330,MWF,11:00 am-11:50 am
tonera,MUS,356, ,TBA
delaneye,MUS,356, ,TBA
cornicelloa,MUS,356, ,TBA
calissij,MUS,356, ,TBA
calissir,MUS,356, ,TBA
hwango,MUS,356, ,TBA
thomasj,MUS,356, ,TBA
washburns,MUS,356, ,TBA
riggse,MUS,356, ,TBA
ballenad,MUS,356, ,TBA
bronsonm,MUS,356, ,TBA
cornicelloa,MUS,372,MWF,01:00 pm-01:50 pm
riggse,MUS,395, ,TBA
hwango,MUS,395, ,TBA
delaneye,MUS,395, ,TBA
delaneye,MUS,456, ,TBA
hwango,MUS,456, ,TBA
riggse,MUS,456, ,TBA
cochrant,MUS,480, ,TBA
bellesd,MUS,480, ,TBA
calissij,MUS,480, ,TBA
riggse,MUS,480, ,TBA
drewryc,NSE,300, ,TBA
dotsont,NUR,205,TR,04:00 pm-05:15 pm
dotsont,NUR,205,TR,02:00 pm-03:15 pm
cotea,NUR,372,MW,09:00 am-10:30 am
cotea,NUR,403,WF,11:00 am-12:30 pm
nadeauc,NUR,424,MW,04:00 pm-05:15 pm
blainj,NUR,424, ,TBA
geers,NUR,424, ,TBA
mooneym,NUR,424, ,TBA
goyettel,NUR,424, ,TBA
schallerj,OSC,260,TR,11:00 am-12:15 pm
wraym,OSC,260,T,04:00 pm-06:45 pm
pakdilf,OSC,260,MWF,08:00 am-08:50 am
schallerj,OSC,360,TR,02:00 pm-03:15 pm
bachiochip,ORG,696, ,TBA
dexterr,ORG,696, ,TBA
vob,ORG,696, ,TBA
ohn,ORG,696, ,TBA
rukgaberm,PHI,120,MWF,02:00 pm-02:50 pm
verrastron,PHI,120,MWF,11:00 am-11:50 am
swiftp,PHI,210,TR,09:30 am-10:45 am
stockerk,PHI,215,MWF,09:00 am-09:50 am
slutskyd,PHI,220,MW,04:00 pm-05:15 pm
rukgaberm,PHI,330,TR,11:00 am-12:15 pm
swiftp,PHI,340,TR,02:00 pm-03:15 pm
verrastron,PHI,365,TR,04:00 pm-05:15 pm
stockerk,PHI,480, ,TBA
krassasn,PHI,480, ,TBA
mendoza-botelhom,PHI,498, ,TBA
pazametaz,PHS,105,TR,02:00 pm-03:15 pm
pazametaz,PHY,205,TR,12:30 pm-01:45 pm
pazametaz,PHY,205,M,02:00 pm-03:50 pm
kerrm,PHY,205,R,02:00 pm-03:50 pm
eastonw,PSC,100,MWF,09:00 am-09:50 am
brosciousc,PSC,201,TR,09:30 am-10:45 am
brosciousc,PSC,201,TR,12:30 pm-01:45 pm
mendoza-botelhom,PSC,208,TR,09:30 am-10:45 am
mendoza-botelhom,PSC,208,TR,02:00 pm-03:15 pm
garciam,PSC,211,MWF,11:00 am-11:50 am
swetzoffs,PSC,217,TR,12:30 pm-01:45 pm
eastonw,PSC,300,TR,12:30 pm-01:45 pm
swetzoffs,PSC,310,TR,02:00 pm-03:15 pm
krassasn,PSC,325,MWF,11:00 am-11:50 am
garciam,PSC,350,TR,11:00 am-12:15 pm
verrastron,PSC,365,TR,04:00 pm-05:15 pm
krassasn,PSC,400,MWF,01:00 pm-01:50 pm
mendoza-botelhom,PSC,460,T,04:00 pm-06:45 pm
krassasn,PSC,480, ,TBA
mendoza-botelhom,PSC,480, ,TBA
krassasn,PSC,495, ,TBA
mendoza-botelhom,PSC,498, ,TBA
salters-pedneaultk,PSY,100,MWF,10:00 am-10:50 am
salters-pedneaultk,PSY,100,MWF,11:00 am-11:50 am
hallm,PSY,100,TR,04:00 pm-05:15 pm
dillerj,PSY,101,M,09:00 am-09:50 am
krebsc,PSY,101,R,12:30 pm-01:20 pm
fugerem,PSY,202,MWF,09:00 am-09:50 am
fugerem,PSY,202,MWF,10:00 am-10:50 am
christopherm,PSY,203,W,04:00 pm-06:45 pm
krebsc,PSY,205,MWF,09:00 am-09:50 am
krebsc,PSY,205,MWF,10:00 am-10:50 am
tarriconed,PSY,206,MW,05:30 pm-06:45 pm
vasquez-o'brient,PSY,206,TR,09:30 am-10:45 am
fultons,PSY,206,TR,05:30 pm-06:45 pm
leszczynskij,PSY,210,MWF,11:00 am-11:50 am
keyesm,PSY,212,MWF,02:00 pm-02:50 pm
keyesm,PSY,212,MWF,11:00 am-11:50 am
cousinsa,PSY,227,MWF,08:00 am-09:10 am
koleks,PSY,227,TR,08:00 am-09:50 am
koleks,PSY,227,TR,11:00 am-12:50 pm
krebsc,PSY,246,MWF,11:00 am-11:50 am
keyesm,PSY,247,MWF,12:00 pm-01:10 pm
girasolia,PSY,247,MW,07:00 pm-08:50 pm
koleks,PSY,247,TR,02:00 pm-03:50 pm
leep,PSY,302,TR,11:00 am-12:15 pm
leep,PSY,302,TR,12:30 pm-01:45 pm
bachiochip,PSY,303,TR,11:00 am-12:15 pm
bachiochip,PSY,305,TR,02:00 pm-03:15 pm
lanagan-leitzell,PSY,306,MWF,11:00 am-11:50 am
leszczynskij,PSY,314,MWF,08:00 am-08:50 am
leszczynskij,PSY,314,MWF,09:00 am-09:50 am
cousinsa,PSY,315,MWF,12:00 pm-12:50 pm
lanagan-leitzell,PSY,318,MWF,12:00 pm-12:50 pm
cousinsa,PSY,319,MWF,01:00 pm-01:50 pm
bachiochip,PSY,327,MW,04:00 pm-05:15 pm
bachiochip,PSY,327, ,TBA
vasquez-o'brient,PSY,327,TR,04:00 pm-05:15 pm
vasquez-o'brient,PSY,327, ,TBA
sciscoj,PSY,327,TR,09:30 am-10:45 am
sciscoj,PSY,327, ,TBA
cousinsa,PSY,390,W,10:00 am-10:50 am
krebsc,PSY,390,M,02:00 pm-02:50 pm
krebsc,PSY,407,MWF,01:00 pm-01:50 pm
cordonl,PSY,409,TR,08:00 am-09:15 am
cordonl,PSY,409,TR,09:30 am-10:45 am
leep,PSY,410,TR,04:00 pm-05:15 pm
dillerj,PSY,417,MWF,08:00 am-08:50 am
sciscoj,PSY,418,TR,02:00 pm-03:15 pm
cordonl,PSY,419,TR,12:30 pm-01:45 pm
cordonl,PSY,419,TR,02:00 pm-03:15 pm
vasquez-o'brient,PSY,434,TR,12:30 pm-01:45 pm
leszczynskij,PSY,435,MWF,12:00 pm-12:50 pm
salters-pedneaultk,PSY,450,MWF,02:00 pm-02:50 pm
sciscoj,PSY,460,TR,11:00 am-12:15 pm
leszczynskij,PSY,471,M,10:00 am-10:50 am
vasquez-o'brient,PSY,471,M,10:00 am-10:50 am
dillerj,PSY,480, ,TBA
bachiochip,PSY,480, ,TBA
lanagan-leitzell,PSY,480, ,TBA
koleks,PSY,480, ,TBA
cordonl,PSY,480, ,TBA
keyesm,PSY,490, ,TBA
sciscoj,PSY,490, ,TBA
leszczynskij,PSY,490, ,TBA
leep,PSY,490, ,TBA
bachiochip,PSY,490, ,TBA
salters-pedneaultk,PSY,490, ,TBA
krebsc,PSY,490, ,TBA
koleks,PSY,490, ,TBA
fugerem,PSY,490, ,TBA
cousinsa,PSY,490, ,TBA
leszczynskij,PSY,491, ,TBA
sciscoj,PSY,491, ,TBA
dillerj,PSY,491, ,TBA
salters-pedneaultk,PSY,491, ,TBA
lanagan-leitzell,PSY,491, ,TBA
koleks,PSY,491, ,TBA
leep,PSY,491, ,TBA
cousinsa,PSY,491, ,TBA
fugerem,PSY,491, ,TBA
krebsc,PSY,491, ,TBA
vasquez-o'brient,PSY,491, ,TBA
leep,PSY,496,M,04:00 pm-04:50 pm
salters-pedneaultk,PSY,496,F,09:00 am-09:50 am
bachiochip,PSY,497, ,TBA
walterss,PBH,206,MWF,11:00 am-11:50 am
carrolls,PBH,209,M,04:00 pm-06:45 pm
clementss,PBH,209,TR,04:00 pm-05:15 pm
serranom,PBH,228,TR,12:30 pm-01:45 pm
serranom,PBH,228,TR,04:00 pm-05:15 pm
cowlese,PBH,301,T,04:00 pm-06:45 pm
murdochb,PBH,302,T,09:30 am-11:20 am
murdochb,PBH,302,T,12:30 pm-02:20 pm
walterss,PBH,330,MWF,10:00 am-10:50 am
carrolls,PBH,350,TR,11:00 am-12:15 pm
blancaflors,PBH,440,TR,02:00 pm-03:15 pm
carrolls,PBH,494, ,TBA
walterss,PBH,494, ,TBA
trubeyp,SWK,200,R,12:30 pm-03:15 pm
nightingales,SWK,300,R,12:30 pm-03:15 pm
stantonm,SWK,300,T,12:30 pm-03:15 pm
stantonm,SWK,312,R,12:30 pm-03:15 pm
rodriguezd,SWK,312,T,12:30 pm-03:15 pm
rodriguezd,SWK,320,T,08:00 am-10:45 am
matthews-armsteade,SWK,320,T,08:00 am-10:45 am
stantonm,SWK,333,R,08:00 am-10:45 am
stantonm,SWK,333,R,11:00 am-11:50 am
nightingales,SWK,333,R,08:00 am-10:45 am
nightingales,SWK,333,R,11:00 am-11:50 am
rijsj,SWK,360,T,04:00 pm-06:45 pm
nightingales,SWK,420,T,08:00 am-10:45 am
keaned,SWK,420,T,04:00 pm-06:45 pm
matthews-armsteade,SWK,450,T,12:30 pm-03:15 pm
lewisj,SWK,450,T,12:30 pm-03:15 pm
pimentalc,SWK,450,T,12:30 pm-03:15 pm
nightingales,SWK,480, ,TBA
stantonm,SWK,480, ,TBA
simonn,SOC,100,TR,02:00 pm-03:15 pm
babars,SOC,100,MWF,11:00 am-11:50 am
babars,SOC,100,MWF,12:00 pm-12:50 pm
mccartyg,SOC,100,MWF,09:00 am-09:50 am
mccartyg,SOC,100,MWF,10:00 am-10:50 am
breslind,SOC,100,TR,04:00 pm-05:15 pm
simonn,SOC,201,W,09:00 am-09:50 am
azzaroe,SOC,220,T,07:00 pm-09:45 pm
burnsn,SOC,240,TR,11:00 am-12:15 pm
breslind,SOC,250,TR,02:00 pm-03:15 pm
simonn,SOC,300,TR,09:30 am-10:45 am
severancet,SOC,307,MWF,09:00 am-09:50 am
westberryb,SOC,310,M,07:00 pm-09:45 pm
parsonsn,SOC,311,TR,09:30 am-10:45 am
westberryb,SOC,318,M,04:00 pm-06:45 pm
azzaroe,SOC,325,M,07:00 pm-09:45 pm
browns,SOC,346,R,04:00 pm-06:45 pm
kurtim,SOC,350,TR,02:00 pm-03:50 pm
kurtim,SOC,350,TR,11:00 am-12:50 pm
parsonsn,SOC,351,TR,11:00 am-12:50 pm
parsonsn,SOC,351,TR,02:00 pm-03:50 pm
simonn,SOC,400,TR,11:00 am-12:50 pm
simonn,SOC,480, ,TBA
pestar,SOC,480, ,TBA
lugow,SOC,480, ,TBA
simonn,SOC,490, ,TBA
simonn,SOC,491, ,TBA
simonn,SOC,492, ,TBA
parsonsn,SOC,492, ,TBA
simonn,SOC,493, ,TBA
vijayasekarj,SPA,111,MWF,11:00 am-11:50 am
pareram,SPA,111,MWF,09:00 am-09:50 am
jendrewskir,SPA,111,MW,05:30 pm-06:45 pm
armstrongn,SPA,211,MWF,10:00 am-10:50 am
erik-soussia,SPA,219,M,04:00 pm-06:45 pm
pareram,SPA,311,MWF,12:00 pm-12:50 pm
penaaliceag,SPA,404,TR,11:00 am-12:15 pm
armstrongn,SPA,490, ,TBA
chank,SPA,492, ,TBA
vijayasekarj,SPA,492, ,TBA
cobbj,THE,174,TR,09:30 am-10:45 am
sokolovskayaa,THE,226, ,TBA
wadeckij,THE,227, ,TBA
morgank,THE,227, ,TBA
wellesr,THE,227, ,TBA
sokolovskayaa,THE,227, ,TBA
pellegrinid,THE,228, ,TBA
pellegrinid,THE,265,TR,11:00 am-12:50 pm
cobbj,THE,272,TR,02:00 pm-03:15 pm
golebiewskit,THE,276,TR,04:00 pm-05:15 pm
golebiewskit,THE,277,M,04:00 pm-06:45 pm
sokolovskayaa,THE,278,TR,04:00 pm-05:15 pm
sokolovskayaa,THE,279,TR,12:30 pm-01:45 pm
o'brienm,THE,280,TR,09:30 am-10:45 am
houldcroftt,THE,281,W,04:00 pm-06:45 pm
floodr,THE,308,M,04:00 pm-06:45 pm
cobbj,THE,365,TR,12:30 pm-01:45 pm
bright-hollanda,THE,474,TR,04:00 pm-05:15 pm
sokolovskayaa,THE,475, ,TBA
bright-hollanda,THE,475, ,TBA
cobbj,THE,475, ,TBA
cobbj,THE,480, ,TBA
morgank,THE,480, ,TBA
golebiewskit,THE,480, ,TBA
floodr,THE,480, ,TBA
pellegrinid,THE,480, ,TBA
sokolovskayaa,THE,480, ,TBA
golebiewskit,THE,481, ,TBA
morgank,THE,495, ,TBA
burnsn,WST,240,TR,11:00 am-12:15 pm
abbatemarcoa,WST,260,TR,12:30 pm-01:45 pm
abbatemarcoa,WST,260,TR,11:00 am-12:15 pm
rochonr,WST,260,MWF,09:00 am-09:50 am
westberryb,WST,310,M,07:00 pm-09:45 pm
cousinsa,WST,315,MWF,12:00 pm-12:50 pm
nightingales,WST,490, ,TBA
